exporter_name,exporter_key,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,totalQuantityinShipment,units_final,phase,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19920,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20060,Kilograms,solid,Destruction_Incineration,77571,TXR055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20700,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19900,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19620,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,18420,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,18420,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20380,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,18900,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19460,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20560,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19260,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20500,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20580,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20560,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20540,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20360,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20500,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20460,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20340,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20660,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20640,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20500,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20580,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20020,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20060,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,21220,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,21120,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20840,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20660,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,17260,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,17260,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,17400,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19020,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20760,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20640,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,21100,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20800,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20520,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20620,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19700,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,21060,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20020,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19900,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20700,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20240,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20460,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20460,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20440,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20540,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20800,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20540,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20300,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20460,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20580,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20580,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,21000,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20900,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20620,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19900,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20740,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20340,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20860,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20760,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20440,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20560,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,18400,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20540,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
COMPLEJO PETROQUIMICO PAJARITOS,E8A123137,CARRETERA COATZACOALOOS-VILLA HERMOSA KM 7.5,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20420,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
