exporter_name,exporter_key,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,totalQuantityinShipment,units_final,phase,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
 BENDIX CVS DE MEXICO SA DE CV,E9A5242214,CARRETERA PRESA LA AMISTAD KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.5242214,-99.1222305,MERCURY,174,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
 BENDIX CVS DE MEXICO SA DE CV,E9A5242214,CARRETERA PRESA LA AMISTAD KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.5242214,-99.1222305,MERCURY,204,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
 BENDIX CVS DE MEXICO SA DE CV,E9A5242214,CARRETERA PRESA LA AMISTAD KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.5242214,-99.1222305,PAINT,272,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
 BENDIX CVS DE MEXICO SA DE CV,E9A5242214,CARRETERA PRESA LA AMISTAD KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.5242214,-99.1222305,PAINT,395,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
 BENDIX CVS DE MEXICO SA DE CV,E9A5242214,CARRETERA PRESA LA AMISTAD KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.5242214,-99.1222305,PAINT,311,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
 BENDIX CVS DE MEXICO SA DE CV,E9A5242214,CARRETERA PRESA LA AMISTAD KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.5242214,-99.1222305,PAINT,196,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
ANACHEM LTD,E5A4490814,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,TOLUENE,78540,Kilograms,solid,Recovery_Fuel_Blending,45879,OHD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
ANACHEM LTD,E5A4490814,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,TOLUENE,88049,Kilograms,solid,Recovery_Fuel_Blending,45879,OHD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
ANACHEM LTD,E5A4490814,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,TOLUENE,77659,Kilograms,solid,Recovery_Fuel_Blending,66736,KSD980633259,SYSTECH ENVIRONMENTAL CORP,1420 SOUTH CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
ANACHEM LTD,E5A4490814,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,TOLUENE,85109,Kilograms,solid,Recovery_Fuel_Blending,66736,KSD980633259,SYSTECH ENVIRONMENTAL CORP,1420 SOUTH CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
ANACHEM LTD,E5A4490814,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,TOLUENE,72879,Kilograms,solid,Recovery_Fuel_Blending,45879,OHD005048947,SYSTECH CORP,RR#2 11397 COUNTY RD 176,PAULDING,OH,41.1794467,-84.6049518
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,LEAD,98,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,LEAD,4053,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,LEAD,26,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,LEAD,812,Kilograms,solid,Destruction_Incineration,77571,TXR055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,LEAD,154,Kilograms,solid,Transfer_Stored_Bulk,77571,TXR055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,4,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,295,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,18,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,100,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,26,Kilograms,solid,Destruction_Incineration,77571,TXR055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,1,Kilograms,solid,Destruction_Incineration,77571,TXR055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,18,Kilograms,solid,Transfer_Stored_Bulk,77571,TXR055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,2,Kilograms,solid,Transfer_Stored_Bulk,77571,TXR055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,230,Kilograms,solid,Transfer_Stored_Bulk,77571,TXR055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,MERCURY,25,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
APARATOS ELECTRICOS DE ACUNA,E9A31917,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,TOLUENE,348,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,205,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,205,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,211,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,215,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,210,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,215,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,229,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,227,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,230,Kilograms,solid,Destruction_Incineration,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,200,Kilograms,solid,Recovery_Energy,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,214,Kilograms,solid,Recovery_Energy,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,214,Kilograms,solid,Recovery_Energy,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,175,Kilograms,solid,Recovery_Energy,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,214,Kilograms,solid,Recovery_Energy,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
ATOMIC ENERGY OF CANADA LTD,E6A0258904,1 PLANT ROAD,CHALK RIVER,ONTARIO,CANADA,46.0258904,-77.4201889,LEAD,214,Kilograms,solid,Recovery_Energy,37763,TND982109142,DIVERSIFIED SCIENTIFIC SERVICES/ INC (DSSI),657 GALLAHER ROAD,KINGSTON,TN,35.876114,-84.437805
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20180,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,21360,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20640,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,21360,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20700,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20380,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20720,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19740,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19900,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20400,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20140,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20160,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20780,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19940,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20280,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20320,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20620,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20700,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20720,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19660,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20360,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20420,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20600,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19560,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20040,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20400,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,19960,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20180,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA COATZACOALCOS,E8A123137,VILLA HERMOSA KM 7.5 CO,VERACRUZ,VERACRUZ,MEXICO,18.123137,-94.401636,CHLOROETHYLENE,20160,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA PRESA LA AMISTAD,E9A3959599,KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.3959599,-99.1758957,MERCURY,11,Kilograms,solid,Transfer_Stored_Bulk,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA PRESA LA AMISTAD,E9A3959599,KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.3959599,-99.1758957,PAINT,199,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CARRETERA PRESA LA AMISTAD,E9A3959599,KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.3959599,-99.1758957,PAINT,199,Kilograms,solid,Destruction_Incineration,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CHEMREC INC,E5A2228737,190/ BROSSEAU,COWANSVILLE,QUEBEC,CANADA,45.2228737,-72.7710266,TOLUENE,80790,Kilograms,solid,Recovery_Fuel_Blending,66736,KSD980633259,SYSTECH ENVIRONMENTAL CORP,1420 SOUTH CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
CHEMREC INC,E5A2228737,190/ BROSSEAU,COWANSVILLE,QUEBEC,CANADA,45.2228737,-72.7710266,TOLUENE,81810,Kilograms,solid,Recovery_Fuel_Blending,66736,KSD980633259,SYSTECH ENVIRONMENTAL CORP,1420 SOUTH CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
CHEMREC INC,E5A2228737,190/ BROSSEAU,COWANSVILLE,QUEBEC,CANADA,45.2228737,-72.7710266,TOLUENE,82180,Kilograms,solid,Recovery_Fuel_Blending,66736,KSD980633259,SYSTECH ENVIRONMENTAL CORP,1420 SOUTH CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
CHEMREC INC,E5A2228737,190/ BROSSEAU,COWANSVILLE,QUEBEC,CANADA,45.2228737,-72.7710266,TOLUENE,77560,Kilograms,solid,Recovery_Fuel_Blending,66736,KSD980633259,SYSTECH ENVIRONMENTAL CORP,1420 SOUTH CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
