Year,RCRA Hazardous Waste Manifest Number,Foreign Exporter Name,Foreign Exporter Site Address,Foreign Exporter Site City,Foreign Exporter  Site State or Province,Foreign Exporter Site ZIP or Mailing Code,Country of Export,exporterLAT,exporterLONG,hazWasteDesc,Number of Containers,totalQuantityinShipment,Units for Quantity in Shipment,Applicable RCRA Hazardous Waste Code(s),Expected Management Method Code,Receiving Facility EPA ID Number,Receiving Facility Name,Receiving Facility Street Address,Receiving Facility City,receivingFacilityState,receivingStateCode,Receiving Facility Zip Code,receiving facility lat,receiving facility long
2009,000419760 GBF,PMB #256,,,,,MEXICO,,,LEAD,2,580,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419761 GBF,PMB #256,,,,,MEXICO,,,LEAD,3,646,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420424 GBF,PMB #256,,,,,MEXICO,,,LEAD,2,382,K - Kilograms,D006,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2007,000314792 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,25,14397,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314801 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,16,9591,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314801 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,5,3974,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314832 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,8,6308,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314832 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,16,8831,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314849 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,OPEN LEAD BATTERIES,8,2672,K - Kilograms,D002; D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314849 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,7,5544,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314849 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,14,8428,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314855 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,6,4470,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314855 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,OPEN LEAD ACID BATTERIES,4,1359,K - Kilograms,D002; D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314855 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,18,10713,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314860 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,21,12125,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314860 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,6,4722,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314860 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,OPEN LEAD ACID BATTERIES,4,1370,K - Kilograms,D002; D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314863 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,6,4826,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314863 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,12,7514,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314863 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,OPEN LEAD ACID BATTERIES,4,1255,K - Kilograms,D002; D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314869 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,10,5795,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314869 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,5,4082,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314878 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,18,10259,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314878 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,6,4600,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314907 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,5,3659,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314907 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,16,9789,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314907 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,OPEN LEAD ACID BATTERIES,8,2574,K - Kilograms,D002; D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314934 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD DROSS,6,4476,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314934 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,LEAD OXIDE,20,12122,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,000314934 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,OPEN LEAD ACID BATTERIES,4,1375,K - Kilograms,D002; D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,002374058 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,OPEN LEAD ACID BATTERIES,4,1366,K - Kilograms,D002; D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,002374058 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE LEAD COMPOUNDS, SOLUBLE, NOS (CONTAINS LEAD OXIDE)",19,11224,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,002374058 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE LEAD COMPOUNDS, SOLUBLE, NOS (CONTAINS LEAD DROSS)",5,4445,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,002374069 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,OPEN LEAD ACID BATTERIES,4,1273,K - Kilograms,D002; D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,002374069 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE LEAD COMPOUNDS, SOLUBLE, NOS (CONTAINS LEAD OXIDE)",22,13267,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2007,002374069 JJK,"POWER SONIC, S.A. DE C.V.",BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE LEAD COMPOUNDS, SOLUBLE, NOS (CONTAINS LEAD DROSS)",5,4072,K - Kilograms,D008,H010,CAD066233966,RSR CORP./QUETMETCO INC.,720 S. SEVENTH AVE.,CITY OF INDUSTRY,CA,5,91476,,
2009,000419701 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,8,2138,K - Kilograms,F003; F005,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419702 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,6,1791,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419703 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,4,854,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419704 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,137,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419705 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,200,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419706 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,73,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419706 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,100,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419733 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,100,K - Kilograms,D008,100,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419762 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,559,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419763 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,115,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419764 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,170,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419784 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,739,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419786 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,4,800,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419798 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,26,5327,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419857 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,6,1810,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419858 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,412,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419859 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,525,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419860 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,511,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000419876 GBF,RIMSA MCALLEN,,,,,MEXICO,,,"LEAD, CHROMATE",4,809,K - Kilograms,D007; D008,,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420358 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,243,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420359 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,130,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420360 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,352,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420361 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,5,806,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420362 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,65,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420363 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,3,606,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420381 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,431,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420382 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,372,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420383 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,4,634,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420384 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,248,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420396 GBF,RIMSA MCALLEN,,,,,MEXICO,,,"LEAD, CHROMATE",8,841,K - Kilograms,D007; D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420399 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,300,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420417 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,80,4005,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420422 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,300,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420423 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,3,616,K - Kilograms,D006,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420425 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,6,826,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420426 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,180,K - Kilograms,D006,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420427 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,32,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420427 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,88,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420445 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,403,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420446 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,386,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420447 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,3,430,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420456 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,203,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420466 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,3,555,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420467 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,237,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420468 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,148,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420469 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,267,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420482 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,240,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420484 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,2,230,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420526 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,37,7506,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420531 GBF,RIMSA MCALLEN,,,,,MEXICO,,,"LEAD, CHROMATE",5,931,K - Kilograms,D007; D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420546 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,360,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420559 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,5,1523,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420560 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,3,658,K - Kilograms,D006; D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420561 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,5,1092,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420562 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,175,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
