Year,RCRA Hazardous Waste Manifest Number,Foreign Exporter Name,Foreign Exporter Site Address,Foreign Exporter Site City,Foreign Exporter  Site State or Province,Foreign Exporter Site ZIP or Mailing Code,Country of Export,exporterLAT,exporterLONG,hazWasteDesc,Number of Containers,totalQuantityinShipment,Units for Quantity in Shipment,Applicable RCRA Hazardous Waste Code(s),Expected Management Method Code,Receiving Facility EPA ID Number,Receiving Facility Name,Receiving Facility Street Address,Receiving Facility City,receivingFacilityState,receivingStateCode,Receiving Facility Zip Code,receiving facility lat,receiving facility long
2009,000420564 GBF - 1,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,1,360,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420578 GBF,RIMSA MCALLEN,,,,,MEXICO,,,"LEAD, CHROMATE",4,755,K - Kilograms,D007; D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2009,000420580 GBF,RIMSA MCALLEN,,,,,MEXICO,,,LEAD,7,1863,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2007,000220985 GBF,SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (LEAD/D008)",1,485,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2007,000220986 GBF,SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (LEAD/D008)",1,130,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2007,000220988 GBF,SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (LEAD/D008)",3,250,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2007,000220989 GBF,SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (LEAD/D008",1,800,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2007,000220990 GBF,SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (LEAD/D008",1,40,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2007,000220991 GBF,SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,,MEXICO,32.664065,-115.415069,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (LEAD/D008)",1,4,K - Kilograms,D008,H132,CAT000646117,CHEMICAL WASTE MANAGEMENT,35251 OLD SKILINE ROAD,KETTLEMAN CITY,CA,5,93239,,
2012,008953797 JJK,"POWERSONIC, SA DE CV",BLVD BACIFICO #14552 PARQUE INDUSTRIAL PACIFICO,TIJUANA,BAJA CALIFORNIA,22643,MEXICO,32.45397,-116.988902,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (CONTAINS LEAD)",20,15412,K,D008; CA181,H010,CAD066233966,RSR CORP/QUETMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,5,91476,,
2012,008953798 JJK,"POWERSONIC, SA DE CV",BLVD BACIFICO #14552 PARQUE INDUSTRIAL PACIFICO,TIJUANA,BAJA CALIFORNIA,22643,MEXICO,32.45397,-116.988902,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (CONTAINS LEAD)",22,17211,K,D008; CA181,H010,CAD066233966,RSR CORP/QUETMETCO INC,720 S SEVENTH AVE,CITY OF INDUSTRY,CA,5,91476,,
2009,004698851 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28770,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698852 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,25300,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698853 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29.17,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698854 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32620,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698855 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,27860,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698856 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28440,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698857 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30500,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698858 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30380,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698859 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28490,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698860 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29010,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698861 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31690,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698862 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31530,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698863 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29410,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698864 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29810,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698868 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29110,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698869 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,27650,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698874 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,24350,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698875 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,25560,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698876 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,26160,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698878 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29840,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698879 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,25460,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698880 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,26640,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698881 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,8520,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698882 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33000,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698883 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30930,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698884 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,26082,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698885 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,20600,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698887 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30610,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698888 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,27270,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698889 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29330,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698902 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29780,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698903 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30050,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698904 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32010,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698905 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30.78,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698910 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33460,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698911 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33730,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698912 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,34920,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698913 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32670,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698914 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30410,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698915 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,34550,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698916 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,30070,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698917 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32870,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698918 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,30410,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698919 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33710,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698920 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32380,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698921 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32680,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698922 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,32920,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698923 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29260,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698924 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,24930,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698925 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,29.88,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698926 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,26940,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698927 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,26260,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698928 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",1,26940,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698929 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31680,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698930 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,34970,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698931 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,38780,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698932 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,34340,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698933 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,26980,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698934 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33410,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698935 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32560,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698937 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,30720,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698938 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28860,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698939 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31780,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698940 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,30790,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698941 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,33780,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698943 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31310,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698944 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",,33780,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698945 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,28720,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698946 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,31670,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698947 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",1,31140,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698948 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,32100,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698949 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,27240,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
2009,004698950 JJK,NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,J6J 4Z2,CANADA,,,"LEAD, CADMIUM",2,34490,K - Kilograms,D006; D008,H111,MID980991566,"EQ DETROIT, INC.",1923 FREDERICK,DETROIT,MI,23,48211,,
