exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,totalQuantityinShipment,units,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,"WASTE CORROSIVE LIQUIDS, NOS (N-DODECYL MERCAPTAN, SECDODECYL MERCAPTAN)",2330,P,H040,71730,ARD068748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2330,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2330,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2325,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2322,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716064,-79.2627563,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC, NOS (NITRIC ACID",2310,G,,60426,ILD000666206,EQ ILLINOIS - ENVIRITE OF IL,16435 CENTER AVE,HARVEY,IL,41.590427,-87.644943
CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,"WASTE PESTICIDES, SOLID, TOXIC, NOS (WARFARIN)",2302,K,H040,71730,ARD068748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,"WASTE PESTICIDES, SOLID, TOXIC, NOS (CHLORDANE/THIODANE, DIAZINON/SEVIN)",2300,K - Kilograms,H040,L5J4B1,MIR000037291,SAFETY KLEEN LTD,551 AVONHEAD RD.,MISSISSAUGA,ON,43.4981155,-79.6266479
STERICYCLE INC,170 BOVAIRD DRIVE,BRAMPTON,ONTARIO,CANADA,43.7036781,-79.7894135,DOT NON-REGULATED MATERIAL (MATCHES SUBMERGED UNDER WATER),2300,K,H040,44044,OHD048415665,ROSS INCINERATION SERVICES INC,36790 GILES ROAD,GRAFTON,OH,41.3210057,-82.0340659
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2298,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2290,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE CORROSIVE SOLIDS, TOXIC, NOS (HYDROFLUORIC ACID)",2283,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
NEWALTA CORPORATION,PO BOX 340 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS",2280,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,"WASTE CORROSIVE LIQUIDS, NOS (MONOETHANOLAMINE)",2275,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4127998,-80.4435806,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC, NOS (NITRIC ACID)",2270,G,H010,44707,OHD980568992,ENVIRITE OF OHIO,2050 CENTRAL AVE,CANTON,OH,40.77599,-81.36908
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2270,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT WITH XYLENE/TOLUENE)",2266,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2265,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"NITRIC ACID, HYDROFLUORIC ACID, WASTE OXIDIZING LIQUID, CORROSIVE, NOS (NITRIC ACID, POTASSIUM DICHROMATE)",2261,P,H077,44115,OHD000724153,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2900 ROCKEFELLER AVENUE,CLEVELAND,OH,41.4816117,-81.6717323
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,"WASTE FLAMMABLE LIQUIDS, NOS (KEROSENE, METHYL ALCOHOL)",2260,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
STERICYCLE INC,170 BOVAIRD DRIVE,BRAMPTON,ONTARIO,CANADA,43.7036781,-79.7894135,"DOT NON-REGULATED MATERIAL, NON REGULATED PHARMACEUTICALS",2257,K,H040,44044,OHD048415665,ROSS INCINERATION SERVICES INC,36790 GILES ROAD,GRAFTON,OH,41.3210057,-82.0340659
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,XYLENE/TOLUENE,2255,P - Pounds,H040,63145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC.,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2254,P,,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,WASTE NOT REGULATED BY TSG (PHARMACEUTICAL LIQUIDS),2253,K,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2245,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,WASTE AEROSOLS,2242,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE CORROSIVE LIQUID, ACIDIC, INORGANIC, NOS (SULFURIC ACID)",2242,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,WARFARIN/PARATHION,2240,K - Kilograms,H040,L5J4B1,MIR000037291,SAFETY KLEEN LTD,551 AVONHEAD RD.,MISSISSAUGA,ON,43.4981155,-79.6266479
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FLUORESCENT LIGHT TUBES)",2238,P,H141,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE OXIDIZING LIQUID, CORROSIVE, NOS (NITRIC ACID, HYDROGEN PEROXIDE)",2237,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
POWER SONIC/ S.A. DE C.V.,BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,MEXICO,32.4718361,-116.9914093,ELECTRIC STORAGE,2232,K - Kilograms,H010,92154,CAR000183830,SAMEX ENVIRONMENTAL SERVICES/ INC,1437 LA MEDIA ROAD STE,SAN DIEGO,CA,32.5706314,-116.9622242
SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6094017,-115.4490814,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (PAPERS WITH ACETONE/F003)",2231,K - Kilograms,H132,78501,TXR000066720,RIMSA MCALLEN,929 EAST ESPERANZA AVE. SUITE 12,MCALLEN,TX,26.229271,-98.205109
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2228,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,ADHESIVES,2226,P - Pounds,H040,63145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC.,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
BENDIX CVS DE MEXICO SA DE CV,CARRETERA PRESA LA AMISTAD KM 65 PARQUE IND AM,MEXICO,MEXICO,MEXICO,19.5242214,-99.1222305,MINERAL SPIRITS,2226,P - Pounds,H040,44036,OHD004155941,BENDIX COMMERCIAL VEHICLE SYSTEMS LLC,901 CLEVELAND DRIVE,ELYRIA,OH,41.3790601,-82.0716081
CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,WASTE NOT REGULATED BY TSG (D-PENTAHANYL ALCOHOL),2210,K,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2210,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2204,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,WASTE AEROSOLS,2202,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
PLATINADORA BAJA/ SA DE CV,BLVD. INSURGENTES #19814 PARQUE IND. BAJA MAQUILA,TIJUANA,BAJA CALIFORNIA,MEXICO,32.4622383,-116.909523,FILTERCAKE WITH CHROMIUM,2200,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716064,-79.2627563,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, NOS (LEAD)",2198,G,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,WASTE ALKALI METAL DISPERSIONS,2189,P,H141,77571,TXD982290140,CLEAN HARBORS LA PORTE LLC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,29.708084,-95.090553
VIDRIOCAR,MIGUEL CATALAN #420,JUAREZ,,MEXICO,31.6640606,-106.344223,GLOVES & RAGS CONT. W/ SILVER,2180,K - Kilograms,H141,78043,TXR000048199,GEN INDUSTRIAL SA DE CV,1802 CHIHUAHUA ST. SUITE A,LAREDO,TX,27.505934,-99.478157
SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6094017,-115.4490814,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (PAPERS WITH ACETONE/F003)",2179,K - Kilograms,H132,78501,TXR000066720,RIMSA MCALLEN,929 EAST ESPERANZA AVE. SUITE 12,MCALLEN,TX,26.229271,-98.205109
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,WASTE ALKALI METAL DISPERSIONS,2167,P,H141,77571,TXD982290140,CLEAN HARBORS LA PORTE LLC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,29.708084,-95.090553
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,LITHIUM BATTERIES,2166,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,WASTE ALKALI METAL DISPERSIONS,2164,P,H141,77571,TXD982290140,CLEAN HARBORS LA PORTE LLC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,29.708084,-95.090553
CLEAN HARBORS CANADA INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE FLAMMABLE LIQUIDS, NOS (TAR, GLUE, PETROLEUM DISTILLATE)",2150,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,WASTE PAINT RELATED MATERIAL,2145,G,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
RPR ENVIRONMENTAL,164-168 SOUTH SERVICE ROAD,STONEY CREEK,ONTARIO,CANADA,43.2400894,-79.7348938,"RAGS, STU BOTTOMS, SOLVENTS",2141,P - Pounds,H141,48211,MID074259565,DYNECOL INC.,6520 GEORGIA ST.,DETROIT,MI,42.392868,-83.032524
RIMSA MCALLEN,NA,NA,,MEXICO,23.9090939,-102.6334,LEAD,2138,K - Kilograms,H132,78501,TXR000066720,RIMSA MCALLEN,929 EAST ESPERANZA AVE. SUITE 12,MCALLEN,TX,26.229271,-98.205109
RPR ENVIRONMENTAL SERVICES,164-174 SOUTH SERVICE ROAD,STONEY CREEK,ONTARIO,CANADA,43.2399902,-79.7344208,"WASTE SOLIDS CONTAINING FLAMMABLE LIQUIDS, NOS (RAGS/GLASS/SOLVENT)",2121,P,H141,48211,MID074259565,DYNECOL INC,3520 GEORGIA ST,DETROIT,MI,42.39394,-83.0158005
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2120,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,ADHESIVES,2119,P - Pounds,H040,63145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC.,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,CANADA,43.7716064,-79.2627563,NITRIC ACID,2114,G - Gallons (liquids only),H010,44707,OHD980568992,ENVIRITE OF OHIO/ INC,2050 CENTRAL AVENUE S.E.,CANTON,OH,40.77599,-81.36908
NETWORK MATERIALS & RESOURCES INC.,31 GOLDEN GATE CT,SCARBOROUGH,ONTARIO,CANADA,43.7716064,-79.2627563,NITRIC ACID,2114,G - Gallons (liquids only),H010,44707,OHD980568992,ENVIRITE OF OHIO/ INC,2050 CENTRAL AVENUE S.E.,CANTON,OH,40.77599,-81.36908
RPR ENVIRONMENTAL,164-168 SOUTH SERVICE ROAD,STONEY CREEK,ONTARIO,CANADA,43.2400894,-79.7348938,SULFURIC ACID,2114,G - Gallons (liquids only),H141,48211,MID074259565,DYNECOL INC.,6520 GEORGIA ST.,DETROIT,MI,42.392868,-83.032524
POWER SONIC/ S.A. DE C.V.,BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,MEXICO,32.4718361,-116.9914093,ELECTRIC STORAGE,2107,K - Kilograms,H010,92154,CAR000113324,SAMEX ENVIRONMENTAL SERVICE INC.,7951 AIRWAY ROAD SUITE-A,SAN DIEGO,CA,32.7156906,-117.1617203
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,WASTE ALKALI METAL DISPERSIONS,2105,P,H141,77571,TXD982290140,CLEAN HARBORS LA PORTE LLC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,29.708084,-95.090553
PMB #256,NA,NA,,MEXICO,23.9090939,-102.6334,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (CHROMIUM)",2105,K - Kilograms,H132,78501,TXR000066720,RIMSA MCALLEN,929 EAST ESPERANZA AVE. SUITE 12,MCALLEN,TX,26.229271,-98.205109
CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,WASTE AEROSOLS,2100,K,H040,71730,ARD068748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (THIRAM/CAPTAN)",2088,K,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK/ LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,29.7269478,-95.0948257
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONE, MEK",2080,K - Kilograms,H040,77571,TXD988082947,LAIDLAW ENV. SVCS. DE MEXICO SA DE CV,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
STERICYCLE INC,170 BOVAIRD DRIVE,BRAMPTON,ONTARIO,CANADA,43.7036781,-79.7894135,"DOT NON-REGULATED MATERIAL, NON REGULATED PHARMACEUTICAL",2076,K,H040,44044,OHD048415665,ROSS INCINERATION SERVICES INC,36790 GILES ROAD,GRAFTON,OH,41.3210057,-82.0340659
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"NIMH RECYCLABLE BATTERIES, CFR 49 EXEMPT",2074,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (PAINT, TOLUENE, XYLENE)",2060,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
RIMSA MCALLEN,NA,NA,,MEXICO,23.9090939,-102.6334,"METHYL ETHYL KETONE, TRICHLOROETHYLENE",2060,K - Kilograms,H132,78501,TXR000066720,RIMSA MCALLEN,929 EAST ESPERANZA AVE. SUITE 12,MCALLEN,TX,26.229271,-98.205109
NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.4343491,-79.7377625,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (CONTAINS ACETONE, METHYL ETHYL KETONE)",2057,K,H141,29150,SCD036275626,GIANT RESOURCE RECOVERY - SUMTER INC,755 INDUSTRIAL ROAD PO BOX 1755,SUMTER,SC,33.9066618,-80.3315498
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE SOLIDS CONTAINING FLAMMABLE LIQUID, NOS (PETROLEUM DISTILLATE)",2055,P,H040,71730,ARD068748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
PMB #256,NA,NA,,MEXICO,23.9090939,-102.6334,"CYCLOHEXANONE, XYLENES, TOLUENE",2050,K - Kilograms,H132,78501,TXR000066720,RIMSA MCALLEN,929 EAST ESPERANZA AVE. SUITE 12,MCALLEN,TX,26.229271,-98.205109
CLEAN HARBORS CANADA INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,WASTE MOTOR FUEL ANTI-KNOCK MIXTURES,2046,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
RPR ENVIRONMENTAL,164-168 SOUTH SERVICE ROAD,STONEY CREEK,ONTARIO,CANADA,43.2400894,-79.7348938,"WASTE FLAMMABLE LIQUID, NOS",2035,G - Gallons (liquids only),H141,48211,MID074259565,DYNECOL INC.,6520 GEORGIA ST.,DETROIT,MI,42.392868,-83.032524
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,WASTE PAINT,2034,G - Gallons (liquids only),H040,63145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC.,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,"ACETONA, MEK",2030,K - Kilograms,H040,77571,TXD988082947,LAIDLAW ENV. SVCS. DE MEXICO SA DE CV,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
PRODUCTOS MARINE DE MEXICO,CALLE OHM 8451/ PARQUE INDUSTRIAL BERMUDEZ,CD. JUAREZ,CHIHUAHUA,MEXICO,31.71245,-106.4003983,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, NOS (CHROMIUM AND OIL)",2027,K - Kilograms,,79935,TXD041129644,MERCURY MARINE,1410 GAIL BORDEN PL/ SUITE B-3,EL PASE,TX,31.749268,-106.321854
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,WASTE MERCURY,2020,P,H010,53182,WIR000000356,WM MERCURY WASTE INC,21211 DURAND AVE,UNION GROVE,WI,42.680744,-88.075432
MALTEX S.A. DE C.V.,BRECHA 122 KM68,VALLE HERMOSO,TAMAULIPAS,MEXICO,25.6685104,-97.7960281,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (TOLUENE)",2007,P - Pounds,H132,78550,TXD988002606,CECO DOOR PRODUCTS,5301 E. HARRISON,HARLINGEN,TX,26.1907618,-97.6322486
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,WASTE AEROSOLS,2006,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,LITHIUM BATTERIES,2004,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
