exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,totalQuantityinShipment,units,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
DANA CANADA CORP.,656 KERR ST.,OAKVILLE,ONTARIO,CANADA,43.4488411,-79.6915436,LEAD,14112,L - Liters (liquids only),H010,44139,OHD986976348,AGMET METALS/ INC,7800 MEDUSA ST.,OAKWOOD VILLAGE,OH,39.5922012,-84.2450027
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CHROMIUM,14080,P - Pounds,H129,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CHROMIUM,14080,P - Pounds,H129,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CONTAINS CHROMIUM,14080,P - Pounds,,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CONTAINS CHROMIUM,14080,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.4343491,-79.7377625,"WASTE SOLIDS CONTAINING FLAMMABLE LIQUID, NOS (XYLENE)",14060,K,H141,29150,SCD036275626,GIANT RESOURCE RECOVERY - SUMTER INC,755 INDUSTRIAL ROAD PO BOX 1755,SUMTER,SC,33.9066618,-80.3315498
PLATINADORA BAJA/ SA DE CV,BLVD. INSURGENTES #19814 PARQUE IND. BAJA MAQUILA,TIJUANA,BAJA CALIFORNIA,MEXICO,32.4622383,-116.909523,FILTERCAKE WITH CHROMIUM,13860,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
SCHLAGE DE MEXICO/ SA DE CV,LOS OLIVOS #698 COL CHAVEZ,TIJUANA,BAJA CALIFORNIA,MEXICO,32.5260315,-116.8311462,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (FILTERCAKE WITH RCRA METALS)",13849,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID, NOS (DRY NICAD BATTERIES)",13844,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
KUNTZ ELECTROPLATING INC.,851 WILSON AVENUE,KITCHENER,ONTARIO,CANADA,43.4127998,-80.4435806,NICKEL ACID SOLUTION CONTAINING NICKEL NITRATE,13658,L - Liters (liquids only),H010,44707,OHD980568992,ENVIRITE OF OHIO/ INC,2050 CENTRAL AVENUE S.E.,CANTON,OH,40.77599,-81.36908
NEWALTA CORPORATION,PO BOX 340 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (DRY NICAD BATTERIES)",13614,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,"WASTE SOLIDS CONTAINING FLAMMABLE LIQUIDS, NOS (RAGS CONTAMINATED WITH SOLVENT)",13600,K - Kilograms,,L5J4B1,MIR000037291,SAFETY KLEEN LTD,551 AVONHEAD RD.,MISSISSAUGA,ON,43.4981155,-79.6266479
SCHLAGE DE MEXICO/ SA DE CV,LOS OLIVOS #698 COL CHAVEZ,TIJUANA,BAJA CALIFORNIA,MEXICO,32.5260315,-116.8311462,FILTERCAKE WITH RCRA METALS,13396,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID, NOS (DRY NICAD BATTERIES)",13318,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS QUEBEC INC.,6785 ROAD 132,STE. CATHERINE,QUEBEC,CANADA,45.3951378,-73.5970154,MERCURY,13310,K - Kilograms,H010,J0X 3B0,1.15E+11,CLEAN HARBORS QUEBEC INC,400 GALIPEAU STREET,THURSO,QUEBEC,45.6024895,-75.2441864
POWER SONIC/ S.A. DE C.V.,BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,MEXICO,32.4718361,-116.9914093,"WASTE LEAD COMPOUNDS, SOLUBLE, NOS (CONTAINS LEAD OXIDE)",13267,K - Kilograms,H010,92154,CAR000183830,SAMEX ENVIRONMENTAL SERVICES/ INC,1437 LA MEDIA ROAD STE,SAN DIEGO,CA,32.5706314,-116.9622242
KUNTZ ELECTROPLATING INC.,851 WILSON AVENUE,KITCHENER,ONTARIO,CANADA,43.4127998,-80.4435806,NICKEL ACID SOLUTION CONTAINING NICKEL NITRATE,13216,L - Liters (liquids only),H010,44707,OHD980568992,ENVIRITE OF OHIO/ INC,2050 CENTRAL AVENUE S.E.,CANTON,OH,40.77599,-81.36908
CLEAN HARBORS QUEBEC INC.,400 GALIPEAU/ RANG 5 EST,THURSO,QUEBEC,CANADA,45.5884933,-75.2422104,HYDROFLUORIC ACID,13207,P - Pounds,H040,J0X 3B0,1.15E+11,CLEAN HARBORS QUEBEC INC,400 GALIPEAU STREET,THURSO,QUEBEC,45.6024895,-75.2441864
KUNTZ ELECTROPLATING INC.,851 WILSON AVENUE,KITCHENER,ONTARIO,CANADA,43.4127998,-80.4435806,NICKEL ACID SOLUTION CONTAINING NICKEL NITRATE,13204,L - Liters (liquids only),H010,44707,OHD980568992,ENVIRITE OF OHIO/ INC,2050 CENTRAL AVENUE S.E.,CANTON,OH,40.77599,-81.36908
CLEAN HARBORS QUEBEC INC.,6785 ROAD 132,STE. CATHERINE,QUEBEC,CANADA,45.3951378,-73.5970154,MERCURY,13200,K - Kilograms,H010,J0X 3B0,1.15E+11,CLEAN HARBORS QUEBEC INC,400 GALIPEAU STREET,THURSO,QUEBEC,45.6024895,-75.2441864
CLEAN HARBORS CANADA INC.,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.0593681,-79.1992264,"WASTE SOLIDS CONTAINING FLAMMABLE LIQUIDS, NOS (RAGS CONTAMINATED WITH PAINT/SOLVENTS)",13195,K - Kilograms,,L2V 3Y9,MIR000037309,CLEAN HARBORS CANADA INC (SAFETY KLEEN),1829 ALLANPORT ROAD,THOROLD,ON,43.0593681,-79.1992264
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,RECYCLABLE ALKALINE BATTERIES CFR 49 EXEMPT,13170,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
KUNTZ ELECTROPLATING INC.,851 WILSON AVENUE,KITCHENER,ONTARIO,CANADA,43.4127998,-80.4435806,NICKEL ACID SOLUTION CONTAINING NICKEL NITRATE,13000,L - Liters (liquids only),H010,44707,OHD980568992,ENVIRITE OF OHIO/ INC,2050 CENTRAL AVENUE S.E.,CANTON,OH,40.77599,-81.36908
CLEAN HARBORS QUEBEC INC.,6785 ROAD 132,STE. CATHERINE,QUEBEC,CANADA,45.3951378,-73.5970154,MERCURY,12790,K - Kilograms,H010,J0X 3B0,1.15E+11,CLEAN HARBORS QUEBEC INC,400 GALIPEAU STREET,THURSO,QUEBEC,45.6024895,-75.2441864
ASSURED PACKAGING INC,6080 VIPOND DR,MISSISSAUGA,ONTARIO,CANADA,43.6525917,-79.6531525,"WASTE AEROSOLS, FLAMMABLE",12786,P,,35954,ALD070513767,GIANT RESOURCE RECOVERY-ATTALLA INC,1229 VALLEY DR,ATTALLA,AL,34.0840454,-86.0243683
CLEAN HARBORS QUEBEC INC.,400 GALIPEAU/ RANG 5 EST,THURSO,QUEBEC,CANADA,45.5884933,-75.2422104,MERCURY,12550,K - Kilograms,H010,J0X 3B0,1.15E+11,CLEAN HARBORS QUEBEC INC,400 GALIPEAU STREET,THURSO,QUEBEC,45.6024895,-75.2441864
SCHLAGE DE MEXICO/ SA DE CV,LOS OLIVOS #698 COL CHAVEZ,TIJUANA,BAJA CALIFORNIA,MEXICO,32.5260315,-116.8311462,FILTERCAKE WITH RCRA METALS,12533,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
SCHLAGE DE MEXICO/ SA DE CV,LOS OLIVOS #698 COL CHAVEZ,TIJUANA,BAJA CALIFORNIA,MEXICO,32.5260315,-116.8311462,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (FILTERCAKE WITH RCRA METALS)",12525,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, NOS (DRY NICAD BATTERIES)",12490,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
SERVICIOS AMBIENTALES MEXICANOS/ S.A. DE C.V.,CALLE SEBASTIAN VIZCAINO # 422 FRACC. GARITA DE OTAY,TIUJANA,BAJA CALIFORNIA,MEXICO,32.5466995,-116.940979,CHROMIUM/NICKEL,12482,K - Kilograms,H039,92154,CAR000183830,SAMEX ENVIRONMENTAL SERVICES/ INC,1437 LA MEDIA ROAD STE,SAN DIEGO,CA,32.5706314,-116.9622242
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (DRY NICAD BATTERIES)",12424,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
SERVICIOS AMBIENTALES MEXICANOS/ S.A. DE C.V.,CALLE SEBASTIAN VIZCAINO # 422 FRACC. GARITA DE OTAY,TIUJANA,BAJA CALIFORNIA,MEXICO,32.5466995,-116.940979,CHROMIUM/NICKEL,12418,K - Kilograms,H129,92154,CAR000183830,SAMEX ENVIRONMENTAL SERVICES/ INC,1437 LA MEDIA ROAD STE,SAN DIEGO,CA,32.5706314,-116.9622242
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,WASTE PAINT (PAINT WITH XYLENE/MEK),12360,K,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CONTAINS CHROMIUM/F006,12320,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
PHOTECH ENVIRONMENTAL SOLUTIONS INC,600 READ ROAD,ST CATHARINES,ONTARIO,CANADA,43.2216682,-79.2031403,"WASTE FLAMMABLE SOLIDS, ORGANIC, NOS (USED ADHESIVES)",12300,K,H040,44044,OHD048415665,ROSS INCINERATION SERVICES INC,36790 GILES ROAD,GRAFTON,OH,41.3210057,-82.0340659
NEWALTA CORPORATION,55 VULCAN ST,TORONTO,ONTARIO,CANADA,43.7034302,-79.5814438,"WASTE TOXIC SOLIDS, ORGANIC, NOS (TETRACHLOROETHYLENE, ETHIDIUM BROMIDE)",12300,K,H040,43920,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST UNIT 1,EAST LIVERPOOL,OH,40.6315774,-80.5479363
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,"WASTE SOLIDS CONTAINING FLAMMABLE LIQUIDS, NOS (SOLVENT AND RAGS)",12200,K - Kilograms,H040,L5J4B1,MIR000037291,SAFETY KLEEN LTD,551 AVONHEAD RD.,MISSISSAUGA,ON,43.4981155,-79.6266479
SERVICIOS AMBIENTALES MEXICANOS/ S.A. DE C.V.,CALLE SEBASTIAN VIZCAINO # 422 FRACC. GARITA DE OTAY,TIUJANA,BAJA CALIFORNIA,MEXICO,32.5466995,-116.940979,CHROMIUM NICKEL,12197,K - Kilograms,H129,92154,CAR000113324,SAMEX ENVIRONMENTAL SERVICE INC.,7951 AIRWAY ROAD SUITE-A,SAN DIEGO,CA,32.7156906,-117.1617203
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, NOS (DRY NICAD BATTERIES)",12169,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS QUEBEC INC.,6785 ROAD 132,STE. CATHERINE,QUEBEC,CANADA,45.3951378,-73.5970154,MERCURY,12150,K - Kilograms,H010,J0X 3B0,1.15E+11,CLEAN HARBORS QUEBEC INC,400 GALIPEAU STREET,THURSO,QUEBEC,45.6024895,-75.2441864
POWER SONIC/ S.A. DE C.V.,BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,MEXICO,32.4718361,-116.9914093,LEAD OXIDE,12125,K - Kilograms,H010,92154,CAR000183830,SAMEX ENVIRONMENTAL SERVICES/ INC,1437 LA MEDIA ROAD STE,SAN DIEGO,CA,32.5706314,-116.9622242
POWER SONIC/ S.A. DE C.V.,BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,MEXICO,32.4718361,-116.9914093,LEAD OXIDE,12122,K - Kilograms,H010,92154,CAR000183830,SAMEX ENVIRONMENTAL SERVICES/ INC,1437 LA MEDIA ROAD STE,SAN DIEGO,CA,32.5706314,-116.9622242
NEWALTA CORPORATION,PO BOX 340 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,WASTE LITHIUM BATTERIES,12078,P,,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"NITRIC ACID, HYDROFLUORIC ACID, WASTE OXIDIZING LIQUID, CORROSIVE, NOS (NITRIC ACID, POTASSIUM DICHROMATE)",12065,P,H077,44115,OHD000724153,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2900 ROCKEFELLER AVENUE,CLEVELAND,OH,41.4816117,-81.6717323
CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,"WASTE FLAMMABLE LIQUIDS, NOS (POLISHES AND GLUES)",12000,K,H040,77536,TXD055141378,CLEAN HARBORS DEER PARK/ LLC,2027 BATTLEGROUND ROAD,DEER PARK,TX,29.726948,-95.094826
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CONTAINS CHROMIUM,11880,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
STERICYCLE INC,170 BOVAIRD DRIVE,BRAMPTON,ONTARIO,CANADA,43.7036781,-79.7894135,"AEROSOLS, FLAMMABLE",11879,K,H040,44044,OHD048415665,ROSS INCINERATION SERVICES INC,36790 GILES ROAD,GRAFTON,OH,41.3210057,-82.0340659
SKYWORKS SOLUTIONS DE MEXICO SA DE CV,CALZADA GOMEZ MORIN #1690 COL RIVERA,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6094017,-115.4490814,DEBRIS CONTAMINATED WITH SOLVENTS & EPOXY RESIN (ACETONE),11864,K - Kilograms,H132,78501,TXR000066720,RIMSA MCALLEN,929 EAST ESPERANZA AVE. SUITE 12,MCALLEN,TX,26.229271,-98.205109
CLEAN HARBORS CANADA INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,WASTE NOT REGULATED BY TDG (SAND WITH ALUMINUM PARTICLE),11638,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,RECYCLABLE ALKALINE BATTERIES CFR 49 EXEMPT,11566,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CONTAINS CHROMIUM,11550,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,RECYCLABLE ALKALINE BATTERIES CFR 49 EXEMPT,11460,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
NEWALTA CORPORATION,PO BOX 340 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID, NOS (DRY NICAD BATTERIES)",11408,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,WASTE PAINT,11400,L,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
KUNTZ ELECTROPLATING INC.,851 WILSON AVENUE,KITCHENER,ONTARIO,CANADA,43.4127998,-80.4435806,NICKEL ACID SOLUTION CONTAINING NICKEL NITRATE,11364,L - Liters (liquids only),H010,44707,OHD980568992,ENVIRITE OF OHIO/ INC,2050 CENTRAL AVENUE S.E.,CANTON,OH,40.77599,-81.36908
CLEAN HARBORS CANADA INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE FLAMMABLE LIQUIDS, NOS (PAINT, TAR, GLUE)",11311,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
POWER SONIC/ S.A. DE C.V.,BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,MEXICO,32.4718361,-116.9914093,"WASTE LEAD COMPOUNDS, SOLUBLE, NOS (CONTAINS LEAD OXIDE)",11224,K - Kilograms,H010,92154,CAR000183830,SAMEX ENVIRONMENTAL SERVICES/ INC,1437 LA MEDIA ROAD STE,SAN DIEGO,CA,32.5706314,-116.9622242
CLEAN HARBORS CANADA INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE FLAMMABLE LIQUIDS, NOS (TAR, GLUE, PETROLEUM DISTILLATE)",11211,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (CHROMIUM)",11171,P,H111,97812,ORD089452353,CHEMICAL WASTE MANAGEMENT,17829 CEDAR SPRINGS LAND,ARLINGTON,OR,45.7169495,-120.2013779
CONSUMERS COOPERATIVE REFINERIES LIMITED,550 EAST 9TH AVE NORTH,REGINA,SASKATCHEWAN,CANADA,50.4818802,-104.5734558,CATALYST CONTAINING IRON SULPHIDE,11017,P - Pounds,,74501,OKD987097151,TRICAT/ INC.,100 STEVEN TAYLOR BOULEVARD,MCALESTER,OK,34.9253219,-95.8253496
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CHROMIUM,10965,P - Pounds,H129,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
CLEAN HARBORS CANADA INC.,1829 ALLANPORT ROAD,THOROLD,ONTARIO,CANADA,43.0593681,-79.1992264,"WASTE PHOSPHORUS WHITE, UNDER WATER",10944,K - Kilograms,H141,L2V 3Y9,MIR000037309,CLEAN HARBORS CANADA INC (SAFETY KLEEN),1829 ALLANPORT ROAD,THOROLD,ON,43.0593681,-79.1992264
CLEAN HARBORS CANADA INC - MISSISSAUGA,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,WASTE RESIN SOLUTION,10800,K - Kilograms,H040,L5J4B1,MIR000037291,SAFETY KLEEN LTD,551 AVONHEAD RD.,MISSISSAUGA,ON,43.4981155,-79.6266479
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,WASTE AEROSOLS,10787,P,H040,71730,ARD068748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,"WASTE CORROSIVE SOLIDS, NOS (MALEIC PHTHALIC ACID ANHYDRIDE)",10773,P,H040,71730,ARD069748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
DIESEL RECON DE MEXICO,BERMUDEZ INDUSTRIAL PARK,MEXICO CITY,MEXICO,MEXICO,19.3542099,-99.3009491,"WASTE CORROSIVE LIQUID, BASIC, INORGANIC NOS (POTASSIUM HYDROXIDE, SODIUM SILICATE)",10750,K - Kilograms,H040,79906,TXD981913668,DIESEL RECON CO,20 ZANE GREY,EL PASO,TX,31.8155899,-106.3981857
POWER SONIC/ S.A. DE C.V.,BLVD. PACIFICO 14553 PQUE. IND. PACIFICO,PACIFICO,BAJA CALIFORNIA,MEXICO,32.4718361,-116.9914093,LEAD OXIDE,10713,K - Kilograms,H010,92154,CAR000183830,SAMEX ENVIRONMENTAL SERVICES/ INC,1437 LA MEDIA ROAD STE,SAN DIEGO,CA,32.5706314,-116.9622242
CLEAN HARBORS CANADA INC,561 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981918,-79.6267548,WASTE PAINT,10701,L,H061,45232,OHD00816629,SPRING GROVE RESOURCE RECOVERY INC,4879 SPRING GROVE AVENUE,CINCINNATI,OH,39.170097,-84.509186
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,RECYCLABLE ALKALINE BATTERIES CFR 49 EXEMPT,10678,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,WASTE AEROSOLS (EACH NOT EXCEEDING 1 L CAPACITY),10570,P,H040,71730,ARD068748192,CLEAN HARBORS EL DORADO LLC,309 AMERICAN CIRCLE,EL DORADO,AR,33.2065288,-92.6290289
NEWALTA CORPORATION,PO BOX 340/ 1731 PETTIT ROAD,FORT ERIE,ONTARIO,CANADA,42.9295731,-78.9667587,RECYCLABLE ALKALINE BATTERIES CFR 49 EXEMPT,10566,P,H010,16117,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,40.8574267,-80.270097
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CHROMIUM,10560,P - Pounds,H129,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,CHROMIUM,10560,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
BLACK & DECKER HHI (PI),CIRCUITO SIGLO XXI 1926/ CTRO NEGOCIOS EX-XXI,MEXICALI,BAJA CALIFORNIA,MEXICO,32.6454391,-115.4064713,FILTERCAKE WITH CHROMIUM,10560,P - Pounds,H039,92020,CAD981412356,PACIFIC TRANS ENVIRONMENTAL SERVICES/ INC,1452 N. JOHNSON AVE.,EL CAJON,CA,32.815117,-116.971893
